버스정류장ARS번호,승차총승객수,하차총승객수,승하차총승객수
20556,1737,430,2167
20557,4440,342,4782
20558,2478,99,2577
20559,1723,118,1841
20560,338,5223,5561
20561,1919,320,2239
20564,6183,1458,7641
20565,30575,4354,34929
20567,3875,8899,12774
20568,5189,4586,9775
20569,3555,4434,7989
20570,10,37,47
20571,5307,2265,7572
20573,705,326,1031
20574,5792,966,6758
20575,3173,391,3564
20577,10557,21806,32363
20578,2131,8574,10705
20579,1556,1049,2605
20580,600,1487,2087
20581,603,95,698
20582,22914,19625,42539
20584,477,757,1234
20585,329,618,947
20586,2831,429,3260
20587,10768,3938,14706
20588,28795,20222,49017
20589,173,1059,1232
20590,4116,4585,8701
20591,681,2637,3318
20593,3625,2075,5700
20594,252,1822,2074
20595,27708,18449,46157
20596,8612,9157,17769
20598,1046,617,1663
20599,11463,2143,13606
20600,1751,5703,7454
20673,1930,1176,3106
20674,4198,15740,19938
20675,470,13904,14374
20676,3870,5063,8933
20681,3334,1472,4806
20682,1983,15576,17559
20684,2280,1873,4153
20686,11114,8070,19184
20694,3510,4322,7832
20695,766,4502,5268
20697,3097,3410,6507
20698,5775,1957,7732
20699,977,2646,3623
20700,5361,4446,9807
20701,1995,368,2363
20702,2589,5587,8176
20703,478,892,1370
20704,2244,5091,7335
20705,15436,3972,19408
20706,474,2758,3232
20717,24,651,675
20718,653,34,687
20725,372,1131,1503
20726,5667,3017,8684
20727,453,2083,2536
20728,1872,1321,3193
20729,295,1925,2220
20730,4664,4165,8829
20731,1498,5616,7114
20732,254,5788,6042
20740,434,1453,1887
20741,685,9894,10579
20745,414,3259,3673
20746,27469,5376,32845
20747,896,9613,10509
20748,1429,1184,2613
20751,45,5088,5133
20756,479,1228,1707
20787,1272,13307,14579
20789,17438,12826,30264
20790,10738,25556,36294
20791,2164,11362,13526
20792,1621,3419,5040
20794,536,3925,4461
20799,23476,9899,33375
20801,102,3103,3205
20802,218,5790,6008
20803,1076,294,1370
20804,8756,6000,14756
20805,1705,2654,4359
20808,962,2228,3190
20809,17861,7175,25036
20810,49006,5303,54309
20811,1239,1148,2387
20812,22,3944,3966
20813,962,520,1482
20814,1566,2722,4288
20815,2,53,55
20818,1484,1583,3067
20819,14663,11645,26308
20820,4132,3504,7636
20822,358,2461,2819
20823,71,18311,18382
20824,2157,975,3132
20825,1158,2364,3522
20828,370,450,820
20829,227,2764,2991
20830,240,12249,12489
20832,2813,1012,3825
20833,843,3784,4627
20834,38405,17427,55832
20836,1169,602,1771
20837,16302,77102,93404
20839,3815,770,4585
20840,23,989,1012
20842,1954,2133,4087
20843,319,480,799
20844,23054,2297,25351
20845,118,1032,1150
20846,22,317,339
20847,658,5639,6297
20848,12,854,866
20850,437,2529,2966
20851,3710,5732,9442
20854,1658,5026,6684
20855,22,3922,3944
20856,26207,2745,28952
20857,491,934,1425
20858,565,3300,3865
20859,675,3905,4580
20861,1646,3682,5328
20862,455,2946,3401
20864,4083,10584,14667
20865,3754,7116,10870
20866,30619,10753,41372
20867,79146,3647,82793
20868,814,3948,4762
20869,3131,13919,17050
20870,1299,2780,4079
20871,4080,4267,8347
20872,5893,18040,23933
20873,1573,1638,3211
20874,9774,10048,19822
20875,2120,3531,5651
20876,2363,2730,5093
20877,714,13574,14288
20878,5981,14222,20203
20880,1221,4958,6179
20881,2878,15334,18212
20882,4206,23221,27427
20883,970,4694,5664
20884,29250,10550,39800
20885,16,25,41
20886,2101,6387,8488
20887,11883,10741,22624
20888,667,6179,6846
20890,59762,10825,70587
20891,5579,38251,43830
20892,84,3073,3157
20893,12138,65246,77384
20894,626,2951,3577
20896,1785,12020,13805
20897,545,6000,6545
20898,2813,20423,23236
20899,707,4559,5266
20901,44825,34804,79629
20902,427,2791,3218
20903,394,541,935
20904,7813,3215,11028
20906,580,1471,2051
20907,2525,1171,3696
20908,1538,5048,6586
20909,7444,2532,9976
20910,912,8891,9803
20911,719,3389,4108
20912,824,25361,26185
20913,2765,935,3700
20914,206,12010,12216
20915,584,786,1370
20916,2177,2299,4476
20917,7161,19008,26169
20918,2202,1173,3375
20919,4085,1960,6045
20921,15708,9897,25605
20922,2836,3218,6054
20923,479,1154,1633
20924,1131,2155,3286
20925,595,1348,1943
20926,76,2339,2415
20927,831,5198,6029
20928,263,1549,1812
20929,431,403,834
20930,157,352,509
20931,1049,62,1111
20932,2051,1058,3109
20933,3696,3245,6941
20934,16220,3705,19925
20935,6,140,146
20938,3058,3580,6638
20939,1864,5094,6958
20940,16426,16955,33381
20941,13646,4540,18186
20942,7004,24178,31182
20943,9294,430,9724
20944,169,296,465
20945,193,888,1081
20946,215,2330,2545
20947,378,3147,3525
20948,48,1027,1075
20949,104,1348,1452
20950,267,1256,1523
20951,132,614,746
20952,274,799,1073
20953,700,937,1637
20954,533,1208,1741
20955,73,971,1044
20956,133,967,1100
20957,21,90,111
20958,480,597,1077
20959,8754,20401,29155
20960,1394,1343,2737
20966,394,1769,2163
20967,149,353,502
20968,264,606,870
20969,127,534,661
20970,231,494,725
20971,1140,2515,3655
20972,6,794,800
20973,4174,2038,6212
20974,464,579,1043
20975,522,903,1425
20976,1939,3216,5155
20977,1537,461,1998
20978,387,1838,2225
20979,56,339,395
20980,5,484,489
20981,39,469,508
20983,117,463,580
20984,336,1522,1858
20985,679,2587,3266
20986,19,4494,4513
20988,452,1108,1560
20989,189,3653,3842
20990,13372,1943,15315
20992,1987,891,2878
20993,1,3,4
20995,1308,2643,3951
20997,1520,49,1569
20998,1522,46,1568
20999,445,98,543
21001,148165,357888,506053
21002,285165,280423,565588
21027,1190,9182,10372
21028,49560,48846,98406
21072,3301,8058,11359
21082,5794,7691,13485
21101,44806,56438,101244
21102,52596,32071,84667
21103,51547,35830,87377
21104,71216,33383,104599
21105,25372,22731,48103
21106,58967,56316,115283
21107,19406,24501,43907
21108,63418,15435,78853
21109,37002,55456,92458
21110,21595,34330,55925
21111,26249,46308,72557
21112,56050,55495,111545
21113,15404,30038,45442
21114,49001,32656,81657
21115,65769,41679,107448
21116,63410,59000,122410
21117,70894,241384,312278
21118,21059,28882,49941
21119,46595,53525,100120
21120,35511,39088,74599
21121,55209,64180,119389
21122,21429,32841,54270
21123,28456,45052,73508
21124,48420,38895,87315
21125,39902,37159,77061
21126,40536,41069,81605
21127,11302,16022,27324
21128,77134,21413,98547
21129,13892,19850,33742
21130,35705,126911,162616
21131,146595,65236,211831
21132,77956,33568,111524
21133,45232,34662,79894
21136,44070,42403,86473
21137,57859,91707,149566
21138,11733,29157,40890
21139,130218,62279,192497
21140,12581,21592,34173
21141,4198,24807,29005
21142,10856,30270,41126
21143,29567,54773,84340
21144,51946,25966,77912
21145,49228,22198,71426
21146,98478,18773,117251
21147,34320,39596,73916
21148,23701,75979,99680
21149,99497,56446,155943
21150,54480,38403,92883
21151,39620,56630,96250
21152,47110,60440,107550
21153,131476,30929,162405
21154,26095,36187,62282
21155,24120,65947,90067
21156,28140,42453,70593
21157,44601,43900,88501
21158,70442,19791,90233
21159,33532,11459,44991
21160,959,3391,4350
21161,445,26922,27367
21163,2433,13520,15953
21164,4727,6646,11373
21165,32365,30972,63337
21166,5198,19868,25066
21167,8833,24532,33365
21168,2323,3485,5808
21169,725,8002,8727
21170,4035,16104,20139
21171,11854,22170,34024
21172,1911,16188,18099
21173,11514,3218,14732
21174,13730,9219,22949
21175,16335,1843,18178
21176,1877,1521,3398
21177,5648,5005,10653
21178,35042,8280,43322
21179,25226,12831,38057
21180,31816,23449,55265
21181,8252,14053,22305
21182,5315,6300,11615
21183,9647,4365,14012
21184,7489,6170,13659
21185,3102,12754,15856
21186,7215,7606,14821
21187,6146,9657,15803
21188,6853,10814,17667
21189,5621,14968,20589
21190,13883,20978,34861
21191,20338,11391,31729
21192,13543,9328,22871
21193,20595,18632,39227
21194,20634,9865,30499
21195,11339,10090,21429
21196,4459,13776,18235
21197,17677,9751,27428
21198,5673,16531,22204
21199,10340,1587,11927
21200,16662,19146,35808
21201,7895,12147,20042
21202,14144,16416,30560
21203,9795,8357,18152
21204,14977,15699,30676
21205,27061,14019,41080
21206,38506,7332,45838
21207,53351,9574,62925
21208,50537,8996,59533
21209,84028,10302,94330
21210,26240,2531,28771
21211,20955,1537,22492
21212,2016,20632,22648
21213,3352,19683,23035
21214,12681,59083,71764
21215,11915,43877,55792
21216,13755,47796,61551
21217,6460,40802,47262
21218,10641,35110,45751
21219,19669,27278,46947
21220,985,885,1870
21221,752,1182,1934
21222,2326,2716,5042
21223,683,1094,1777
21224,4341,12104,16445
21225,83597,114840,198437
21226,8509,7576,16085
21227,11664,10140,21804
21228,7065,16144,23209
21229,26590,19573,46163
21230,42185,39544,81729
21231,6188,5246,11434
21232,15179,10075,25254
21233,6231,10923,17154
21236,8130,20229,28359
21237,11906,9668,21574
21239,4303,29012,33315
21240,22634,9013,31647
21241,5119,15630,20749
21242,19414,9526,28940
21243,8923,12862,21785
21244,15639,14309,29948
21245,34,2175,2209
21246,2087,218,2305
21247,8692,61,8753
21248,28968,18668,47636
21251,10851,17669,28520
21252,74385,194162,268547
21253,10395,8973,19368
21254,15765,4590,20355
21255,6199,13912,20111
21256,9292,9492,18784
21257,3192,5158,8350
21258,20965,6403,27368
21259,21097,12716,33813
21260,15487,16791,32278
21261,35854,38559,74413
21262,38421,27362,65783
21263,31660,36369,68029
21264,3267,6217,9484
21265,13944,23241,37185
21266,12871,8636,21507
21267,12927,19458,32385
21268,24812,10620,35432
21269,2504,3937,6441
21270,477,10771,11248
21271,2129,29242,31371
21272,2613,25738,28351
21273,1299,10034,11333
21274,717,5358,6075
21275,47595,25325,72920
21276,13308,2022,15330
21277,8428,833,9261
21278,5848,1715,7563
21279,33088,5592,38680
21280,2938,563,3501
21281,7761,1294,9055
21282,14440,2367,16807
21283,4279,19971,24250
21284,2335,11021,13356
21285,409,9254,9663
21286,4322,29136,33458
21288,1250,10607,11857
21289,1328,5369,6697
21290,5089,9797,14886
21292,20652,1537,22189
21293,25557,2244,27801
21294,26274,906,27180
21297,3720,285,4005
21298,6128,2267,8395
21299,2763,7773,10536
21300,2228,613,2841
21301,2331,7,2338
21302,4841,23,4864
21303,631,649,1280
21304,49,856,905
21305,1417,4465,5882
21309,37,1618,1655
21310,360,4967,5327
21311,124,1636,1760
21312,1194,1108,2302
21313,3769,36,3805
21314,3724,4,3728
21315,2416,5489,7905
21316,21,5588,5609
21317,76,2486,2562
21318,2368,238,2606
21319,8188,16549,24737
21320,3128,14910,18038
21321,121,10662,10783
21322,178,31097,31275
21327,28276,93,28369
21328,5803,530,6333
21329,15647,942,16589
21330,168976,56701,225677
21332,7780,377,8157
21333,24881,26195,51076
21335,5297,56,5353
21337,4445,11300,15745
21338,18663,53,18716
21339,43,25466,25509
21340,2675,12603,15278
21341,7255,10446,17701
21342,1220,340,1560
21343,166,4988,5154
21344,105,3497,3602
21345,626,2303,2929
21346,4729,4606,9335
21347,2537,20,2557
21348,1832,86,1918
21349,3739,173,3912
21350,223162,91170,314332
21351,3014,2557,5571
21352,32,1154,1186
21353,2881,30236,33117
21354,2252,4238,6490
21355,3453,5206,8659
21356,67139,5452,72591
21357,3134,2620,5754
21358,2279,15640,17919
21359,4201,8467,12668
21360,14750,4167,18917
21361,35601,24958,60559
21363,4535,13,4548
21364,2406,5324,7730
21365,56,4140,4196
21366,2113,112,2225
21367,2377,1185,3562
21368,49678,71041,120719
21369,15590,7968,23558
21370,9983,13736,23719
21371,2078,1500,3578
21373,28850,7674,36524
21374,2784,29494,32278
21375,2109,4539,6648
21376,3542,13697,17239
21377,20226,102962,123188
21378,22,9162,9184
21379,78,11201,11279
21501,2421,58,2479
21502,8281,6314,14595
21503,24340,3847,28187
21504,6337,3770,10107
21505,18001,33385,51386
21506,10100,1674,11774
21507,14440,19176,33616
21508,44883,2622,47505
21509,7779,8,7787
21511,8614,101,8715
21512,9208,21,9229
21513,9523,417,9940
21514,15940,100,16040
21515,115,18,133
21517,5658,2034,7692
21518,5702,11,5713
21520,2722,809,3531
21521,11481,32,11513
21522,4631,348,4979
21523,14455,114,14569
21524,5268,38,5306
21526,4049,3251,7300
21527,1053,470,1523
21528,1950,60,2010
21531,10050,47,10097
21532,3511,179,3690
21533,11121,354,11475
21534,8969,83,9052
21536,24424,8833,33257
21537,5399,1263,6662
21538,12548,127,12675
21539,6497,1803,8300
21540,45476,29627,75103
21541,8810,66,8876
21542,1969,440,2409
21543,3368,1821,5189
21544,10088,115,10203
21545,2904,1606,4510
21546,118,5679,5797
21547,1503,390,1893
21548,9418,894,10312
21549,2188,383,2571
21550,5258,110,5368
21551,1712,566,2278
21552,1287,5559,6846
21553,4443,199,4642
21555,548,855,1403
21556,415,33602,34017
21557,19057,1556,20613
21558,20401,2464,22865
21560,4940,1696,6636
21561,28553,9756,38309
21562,1901,9761,11662
21563,7320,1755,9075
21564,14576,996,15572
21565,3512,2603,6115
21566,26128,13864,39992
21567,26324,8610,34934
21568,6207,2064,8271
21569,355,4457,4812
21570,9587,1959,11546
21571,9711,14392,24103
21572,2300,37410,39710
21573,8106,4993,13099
21574,13734,1582,15316
21575,2769,6785,9554
21576,32172,746,32918
21578,20032,1058,21090
21579,17254,2397,19651
21580,30,9670,9700
21581,5719,1514,7233
21582,10135,17634,27769
21583,4662,3921,8583
21584,9361,1832,11193
21585,12094,1566,13660
21586,5710,18604,24314
21587,1894,1813,3707
21588,488,633,1121
21589,6430,3169,9599
21590,6095,1417,7512
21591,82,34005,34087
21592,6178,4988,11166
21593,1590,1956,3546
21594,213,1697,1910
21595,4418,708,5126
21597,1618,2167,3785
21598,749,1003,1752
21599,6506,6261,12767
21600,2181,2379,4560
21601,1909,6867,8776
21602,1081,20948,22029
21604,20306,78284,98590
21649,3396,5757,9153
21650,2450,10117,12567
21651,61082,50317,111399
21663,4322,3159,7481
21675,5395,18435,23830
21677,12826,8351,21177
21678,55499,3389,58888
21686,9016,2830,11846
21689,7772,534,8306
21700,1437,784,2221
21701,459,483,942
21722,716,1554,2270
21732,2364,3896,6260
21733,10286,13971,24257
21734,4202,2640,6842
21738,1884,1557,3441
21742,1418,1006,2424
21743,1101,4709,5810
21744,7464,4795,12259
21745,13721,7680,21401
21752,1010,2117,3127
21753,736,2767,3503
21756,520,564,1084
21760,968,12050,13018
21761,17911,7583,25494
21765,571,7582,8153
21766,4638,2092,6730
21768,193,12817,13010
21770,813,10072,10885
21771,291,19767,20058
21772,7562,2148,9710
21773,1753,4695,6448
21774,288,19729,20017
21775,402,14510,14912
21778,793,2670,3463
21782,5404,7277,12681
21783,100,8766,8866
21784,178,13677,13855
21785,121968,91874,213842
21792,945,9697,10642
21793,2140,7489,9629
21794,7206,8813,16019
21795,134,7487,7621
21796,51,10015,10066
21800,11072,1449,12521
21803,99,15283,15382
21809,28555,10770,39325
21810,19596,12644,32240
21812,1149,676,1825
21817,259,9897,10156
21818,16,8842,8858
21819,3795,1432,5227
21820,21107,9378,30485
21821,808,6105,6913
21823,1946,3587,5533
21841,1598,38,1636
21842,43,14176,14219
21843,34,2732,2766
21844,1857,2349,4206
21851,16013,14254,30267
21852,17465,5451,22916
21853,2417,15964,18381
21854,8802,4034,12836
21855,160,11240,11400
21856,3743,251,3994
21858,1086,2371,3457
21859,3682,1696,5378
21860,22,2502,2524
21861,188,2013,2201
21862,113,12744,12857
21863,2456,218,2674
21864,158,2288,2446
21865,2544,2861,5405
21866,344,11329,11673
21867,3074,7189,10263
21868,68,13769,13837
21869,1139,390,1529
21870,5857,15159,21016
21871,6644,16008,22652
21872,5,2621,2626
21873,5110,19740,24850
21874,94,14387,14481
21875,1415,7397,8812
21877,1213,2166,3379
21878,8,4840,4848
21879,873,8966,9839
21880,214,8427,8641
21881,5319,595,5914
21882,730,1321,2051
21883,156,5250,5406
21884,193,6531,6724
21885,2883,17305,20188
21886,5180,5060,10240
21887,887,4162,5049
21889,27,19650,19677
21890,574,2375,2949
21891,892,9522,10414
21892,3817,10271,14088
21893,2753,7739,10492
21894,517,9827,10344
21895,1925,13910,15835
21897,667,17195,17862
21899,1652,21385,23037
21904,85,380,465
21905,434,2559,2993
21907,396,1790,2186
21908,2319,1198,3517
21910,1754,6896,8650
21911,165,1976,2141
21912,26183,45379,71562
21913,14503,3742,18245
21915,20410,21349,41759
21916,158931,133482,292413
21919,410,1298,1708
21920,3566,24,3590
22001,16166,22464,38630
22002,45109,32482,77591
22003,86121,35817,121938
22004,53615,94126,147741
22005,43450,55408,98858
22006,56904,43225,100129
22007,58084,71002,129086
22008,115549,78869,194418
22009,115003,107747,222750
22010,130330,102775,233105
22011,140718,184791,325509
22012,264042,138623,402665
22013,100107,140284,240391
22014,131199,91852,223051
22015,60930,142868,203798
22016,88114,58094,146208
22017,35330,58953,94283
22018,40579,33008,73587
22019,297915,214623,512538
22020,252555,269058,521613
22021,67910,50495,118405
22022,50972,64012,114984
22023,26553,17655,44208
22024,26723,54305,81028
22025,3648,7503,11151
22026,29663,10025,39688
22027,52697,58209,110906
22028,80823,60069,140892
22029,95117,96609,191726
22031,34358,30466,64824
22033,34829,29150,63979
22068,240,125,365
22095,661,793,1454
22096,1,151,152
22097,66,1246,1312
22098,1264,39,1303
22099,1159,298,1457
22100,704,919,1623
22101,10192,22398,32590
22102,5599,3275,8874
22103,28343,33204,61547
22104,17877,12114,29991
22105,17521,13326,30847
22106,9985,7498,17483
22107,11026,14952,25978
22108,4237,2253,6490
22110,8772,6436,15208
22111,4944,3742,8686
22112,22794,17849,40643
22113,11827,21810,33637
22114,10756,16717,27473
22115,4834,6459,11293
22116,6237,4920,11157
22117,10605,8159,18764
22118,4992,8182,13174
22119,14432,14217,28649
22120,28556,16556,45112
22121,11002,7418,18420
22122,9937,14309,24246
22123,9293,8166,17459
22124,15,1024,1039
22125,29947,17760,47707
22126,7594,28367,35961
22127,27113,8527,35640
22128,11481,23659,35140
22129,13111,3818,16929
22130,1242,8404,9646
22131,20021,28728,48749
22132,11785,18642,30427
22133,5042,8845,13887
22134,20855,7487,28342
22135,43888,21198,65086
22136,14032,30132,44164
22137,2841,6807,9648
22138,3575,9919,13494
22139,19427,20906,40333
22140,15273,18180,33453
22141,16433,12807,29240
22142,13612,16256,29868
22143,14348,11361,25709
22144,10377,8446,18823
22145,8717,15887,24604
22146,30031,24447,54478
22147,27972,25171,53143
22148,25256,18345,43601
22149,27471,20285,47756
22150,4863,5997,10860
22151,1392,4623,6015
22152,20915,9013,29928
22153,2843,3593,6436
22154,2853,3649,6502
22156,39763,13010,52773
22157,51627,53339,104966
22158,2416,4971,7387
22159,5830,4974,10804
22160,11630,8102,19732
22161,13429,11247,24676
22162,1854,11516,13370
22163,1895,5632,7527
22164,8367,8763,17130
22165,4569,6960,11529
22166,5799,5958,11757
22167,28483,11905,40388
22168,6945,3382,10327
22169,6760,7161,13921
22170,14546,10635,25181
22171,6046,11112,17158
22172,43360,19204,62564
22173,11636,19530,31166
22174,11797,20074,31871
22175,12962,13635,26597
22176,14652,10101,24753
22177,6198,5111,11309
22178,5010,5734,10744
22179,3315,4893,8208
22180,4930,2848,7778
22181,7829,4453,12282
22182,4953,6699,11652
22183,41453,54853,96306
22185,22535,18035,40570
22186,5250,16857,22107
22190,47517,39570,87087
22191,10504,4474,14978
22192,4104,4239,8343
22193,9201,5082,14283
22194,26979,3408,30387
22195,6141,6105,12246
22196,4759,9762,14521
22197,12329,25297,37626
22199,25905,11984,37889
22200,12738,8322,21060
22203,2744,4276,7020
22204,20515,9656,30171
22205,15431,8707,24138
22206,10188,17399,27587
22207,30456,26811,57267
22208,22601,20948,43549
22211,6570,4733,11303
22212,25778,21444,47222
22213,9611,1483,11094
22214,18050,27878,45928
22215,9073,7655,16728
22217,11810,6537,18347
22218,29119,27227,56346
22220,12629,23026,35655
22221,13531,25834,39365
22222,24581,23746,48327
22223,23902,11488,35390
22224,20455,20329,40784
22225,51698,27450,79148
22227,10278,10163,20441
22228,8168,11978,20146
22229,34040,12436,46476
22230,21617,15678,37295
22231,37427,22307,59734
22232,9859,22196,32055
22233,30448,35037,65485
22234,6190,11944,18134
22235,1648,7331,8979
22236,4504,7345,11849
22237,2575,5512,8087
22238,1832,3283,5115
22241,25499,32443,57942
22244,11174,7650,18824
22245,2541,4863,7404
22246,6660,3209,9869
22247,2604,4430,7034
22248,19676,30264,49940
22249,27826,20349,48175
22250,5201,8020,13221
22251,9609,3829,13438
22252,7670,4064,11734
22253,19782,15740,35522
22254,3093,2001,5094
22255,1588,1879,3467
22256,3628,4352,7980
22257,6396,8686,15082
22258,3789,4648,8437
22259,2318,2522,4840
22260,1028,3533,4561
22261,874,6906,7780
22262,4769,14258,19027
22263,4515,3958,8473
22264,3892,4150,8042
22267,8846,2803,11649
22268,14407,8679,23086
22269,11978,9066,21044
22270,51208,37210,88418
22271,6962,21969,28931
22272,14330,5864,20194
22273,4591,16837,21428
22274,6761,5329,12090
22275,4183,11767,15950
22276,15129,3190,18319
22277,279,4302,4581
22278,12564,2297,14861
22279,12023,32304,44327
22280,40487,10986,51473
22281,4367,8627,12994
22282,4484,1581,6065
22283,36161,11158,47319
22284,260,6065,6325
22285,15512,22998,38510
22286,17009,8500,25509
22287,4803,2374,7177
22288,10204,15576,25780
22289,170752,46847,217599
22290,16681,33613,50294
22291,19664,27098,46762
22292,9419,9855,19274
22293,73738,74482,148220
22294,12115,35118,47233
22295,31855,11919,43774
22296,7363,1800,9163
22297,3648,8976,12624
22298,75988,45910,121898
22299,8288,8346,16634
22300,5678,5367,11045
22301,23552,43694,67246
22302,48992,25008,74000
22303,682,5532,6214
22304,633,14350,14983
22305,2684,8377,11061
22306,1641,41008,42649
22307,26763,499,27262
22308,5675,4903,10578
22309,11512,6603,18115
22310,430,924,1354
22311,1042,1258,2300
22312,168,734,902
22313,490,390,880
22314,128,1202,1330
22315,764,122,886
22316,161,2972,3133
22317,1499,214,1713
22318,1341,5459,6800
22319,5933,2116,8049
22320,156,1255,1411
22321,953,302,1255
22322,39,2610,2649
22323,1959,81,2040
22324,9723,159,9882
22325,1978,6105,8083
22326,10274,5139,15413
22327,338,7889,8227
22328,1650,1295,2945
22329,7522,11731,19253
22330,16918,5744,22662
22331,5338,8334,13672
22332,10267,6269,16536
22333,2097,4065,6162
22334,4816,2891,7707
22335,1119,1539,2658
22336,1941,3025,4966
22337,2433,2502,4935
22338,1375,6121,7496
22339,24191,14292,38483
22340,8786,8392,17178
22341,72,8930,9002
22343,280,65,345
22344,870,229,1099
22345,22891,15341,38232
22347,11710,12140,23850
22348,3271,13010,16281
22350,1744,301,2045
22351,369,1891,2260
22352,99,428,527
22353,99,557,656
22355,2868,1528,4396
22363,10241,346,10587
22364,3957,59,4016
22365,6849,1285,8134
22367,5735,562,6297
22368,25685,18591,44276
22369,651,24,675
22372,3589,2460,6049
22376,12776,24760,37536
22378,3875,21211,25086
22379,26642,16871,43513
22380,3383,4044,7427
22381,782,24517,25299
22382,20018,9762,29780
22383,160,2,162
22384,14580,1206,15786
22385,14831,4765,19596
22386,4358,2122,6480
22387,4345,5777,10122
22389,25623,5757,31380
22390,2269,6394,8663
22391,11722,17420,29142
22392,3633,9088,12721
22393,3898,15818,19716
22394,7121,5046,12167
22395,5831,6875,12706
22396,1595,1919,3514
22397,743,1525,2268
22398,17070,3277,20347
22399,6549,22930,29479
22400,1165,1613,2778
22401,9913,11591,21504
22402,4950,3025,7975
22403,6539,4165,10704
22404,12639,10833,23472
22405,13824,9087,22911
22415,8514,5484,13998
22416,131,723,854
22417,12114,10565,22679
22418,6388,96,6484
22419,2852,5266,8118
22420,5654,3735,9389
22421,603,20,623
22422,12972,450,13422
22423,3255,2614,5869
22424,25845,29530,55375
22426,13466,870,14336
22427,6423,25053,31476
22429,6916,2915,9831
22430,5366,1095,6461
22431,7323,5885,13208
22432,4138,756,4894
22433,4317,2980,7297
22434,91,27,118
22435,3737,294,4031
22436,5762,7007,12769
22437,1228,3449,4677
22439,6478,6971,13449
22440,14795,79481,94276
22442,1030,479,1509
22443,940,740,1680
22445,3099,3563,6662
22446,1844,1114,2958
22447,3177,2385,5562
22448,3845,4153,7998
22449,974,151,1125
22450,51653,28806,80459
22451,1019,4516,5535
22452,1091,7262,8353
22455,414,1353,1767
22456,4211,624,4835
22457,1273,1723,2996
22458,1125,3309,4434
22459,1035,989,2024
22460,4475,3296,7771
22461,367,689,1056
22462,73,94,167
22464,841,385,1226
22466,2136,2529,4665
22468,2476,1347,3823
22471,341,1161,1502
22473,617,686,1303
22474,2029,3950,5979
22475,2013,1118,3131
22476,12584,8713,21297
22478,570,986,1556
22479,8924,16935,25859
22480,5,178,183
22486,673,1806,2479
22487,786,1599,2385
22488,4525,2077,6602
22489,1966,7520,9486
22491,867,540,1407
22493,21098,5923,27021
22494,5342,10684,16026
22496,683,424,1107
22497,870,724,1594
22499,2579,1528,4107
22500,2259,2636,4895
22501,2904,4097,7001
22502,500,1936,2436
22503,3741,3870,7611
22504,270,5971,6241
22505,4087,10897,14984
22506,6798,217,7015
22507,7040,6759,13799
22508,8175,13897,22072
22510,926,292,1218
22511,1,5,6
22512,450,4051,4501
22513,11126,3896,15022
22515,4660,4689,9349
22516,3392,7665,11057
22517,914,1668,2582
22518,2848,4539,7387
22519,5006,293,5299
22520,2107,241,2348
22521,198,3648,3846
22525,217,265,482
22526,7052,346,7398
22528,100,1051,1151
22530,329,2205,2534
22531,2739,1682,4421
22532,11031,22761,33792
22533,2714,745,3459
22535,3514,5205,8719
22536,453,776,1229
22537,629,1175,1804
22538,1141,796,1937
22539,137,1406,1543
22540,1138,1213,2351
22541,316,238,554
22543,10200,3136,13336
22544,4542,2146,6688
22546,8442,4042,12484
22547,315,41,356
22548,8305,3280,11585
22549,32,10,42
22550,1978,650,2628
22551,2300,4901,7201
22552,1782,2214,3996
22553,3376,9161,12537
22554,31,1149,1180
22555,3902,2328,6230
22556,18086,5225,23311
22557,3251,2206,5457
22558,11,30,41
22559,448,294,742
22560,23,356,379
22561,3806,2747,6553
22562,2368,3011,5379
22563,12609,3077,15686
22565,849,955,1804
22566,976,6493,7469
22567,465,897,1362
22570,1231,1461,2692
22571,2297,1811,4108
22572,2571,871,3442
22573,23,288,311
22574,28154,5439,33593
22575,2234,1243,3477
22576,1993,19824,21817
22577,2748,265,3013
22578,363,385,748
22579,3725,6168,9893
22581,1814,3209,5023
22582,798,2025,2823
22583,4800,42,4842
22584,2219,1912,4131
22585,2509,8306,10815
22586,2686,7496,10182
22587,18565,1465,20030
22589,73,3,76
22591,698,3373,4071
22592,5499,4951,10450
22593,2493,3533,6026
22594,427,895,1322
22595,3962,8511,12473
22596,981,142,1123
22598,1149,1176,2325
22599,6405,13242,19647
22601,184,788,972
22602,1605,2595,4200
22604,18351,13749,32100
22605,9197,5522,14719
22607,8666,5021,13687
22608,368,18439,18807
22609,26,248,274
22613,98,1038,1136
22614,7,548,555
22615,10,475,485
22616,16,2851,2867
22631,1579,2166,3745
22640,4,30,34
22641,2,23,25
22654,48,3863,3911
22655,2379,104,2483
22656,3464,55,3519
22657,326,181,507
22667,31228,40211,71439
22694,2479,1363,3842
22742,560,3000,3560
22743,4717,11129,15846
22759,742,1902,2644
22774,606,2055,2661
22776,70,6856,6926
22777,260,641,901
22779,3864,6273,10137
22785,201,229,430
22807,3722,1296,5018
22819,1,22,23
22832,1463,1826,3289
22835,5533,21659,27192
22836,4860,6375,11235
22838,8454,5039,13493
22840,223,1,224
22841,11555,52641,64196
22842,2273,3298,5571
22843,1474,598,2072
22844,2490,5227,7717
22845,1518,360,1878
22847,260,1034,1294
22848,142,1485,1627
22849,11670,20079,31749
22850,1604,3844,5448
22852,360,12,372
22854,2542,9771,12313
22855,14378,6125,20503
22856,1031,3280,4311
22858,53,425,478
22859,21932,5064,26996
